alphabet_size,batch_size,hidden_dim,network_type,num_layers,num_trials,seq_length,use_gpu,mean_time,time_sd
160,5,32,lstm,2,50,1,False,0.0005521140154451132,6.897033975455585e-06
160,10,32,lstm,1,50,1,True,0.0007660040259361268,2.507911967828659e-05
160,10,32,lstm,1,50,1,False,0.0004569148924201727,6.622408742310671e-06
160,10,32,lstm,2,50,1,True,0.0008285439386963845,1.5252651717915664e-05
160,10,32,lstm,2,50,1,False,0.0010108070261776448,0.0009068385772073216
160,15,32,lstm,1,50,1,True,0.0007875374983996152,6.122966421636186e-05
160,15,32,lstm,1,50,1,False,0.0005012976378202438,7.451982748794945e-06
160,15,32,lstm,2,50,1,True,0.0008415219560265541,2.336806318519713e-05
160,15,32,lstm,2,50,1,False,0.0006963835470378399,9.591852799298984e-06
160,20,32,lstm,1,50,1,True,0.0008431870117783547,0.0002252895136220454
160,20,32,lstm,1,50,1,False,0.000552414357662201,1.0895224863643188e-05
160,20,32,lstm,2,50,1,True,0.0010062437504529953,0.00051971750395394
160,20,32,lstm,2,50,1,False,0.0008251427300274372,0.0004004480345823008
160,40,32,lstm,1,50,1,True,0.0008475813362747431,9.427934356392346e-06
160,40,32,lstm,1,50,1,False,0.0007160479389131069,8.838318512588606e-06
160,40,32,lstm,2,50,1,True,0.0012214467115700244,0.0006746984185892457
160,40,32,lstm,2,50,1,False,0.0014395481627434493,0.0012306416498758816
160,60,32,lstm,1,50,1,True,0.000905788280069828,6.610110112096754e-06
160,60,32,lstm,1,50,1,False,0.000885588862001896,1.298850680972281e-05
160,60,32,lstm,2,50,1,True,0.0009746250696480274,6.860656546359305e-06
160,60,32,lstm,2,50,1,False,0.0012646350730210543,1.9914637891913563e-05
180,1,32,lstm,1,50,1,True,0.0007321128528565168,2.3638663158312765e-05
180,1,32,lstm,1,50,1,False,0.00035160278901457786,1.114981730797188e-05
180,1,32,lstm,2,50,1,True,0.0007900601159781217,1.8719036022076474e-05
180,1,32,lstm,2,50,1,False,0.00048794531263411043,8.851500388840935e-06
180,5,32,lstm,1,50,1,True,0.0007473817002028227,2.401987238623666e-05
180,5,32,lstm,1,50,1,False,0.00039937411434948445,6.94390860233811e-06
180,5,32,lstm,2,50,1,True,0.0008119805436581373,2.1757673253562826e-05
180,5,32,lstm,2,50,1,False,0.0005536338780075311,6.7881488681000804e-06
180,10,32,lstm,1,50,1,True,0.0007619392313063145,2.23789453756239e-05
180,10,32,lstm,1,50,1,False,0.00045662437565624714,7.298520051750009e-06
180,10,32,lstm,2,50,1,True,0.0008251510560512542,1.1200364830107086e-05
180,10,32,lstm,2,50,1,False,0.0006318739801645279,6.716065103429394e-06
180,15,32,lstm,1,50,1,True,0.0007782820612192154,2.4621853816977728e-05
180,15,32,lstm,1,50,1,False,0.0005056179780513049,6.681214410218717e-06
180,15,32,lstm,2,50,1,True,0.0008385312836617231,1.1855361139669812e-05
180,15,32,lstm,2,50,1,False,0.0007004958856850862,7.760958094256889e-06
180,20,32,lstm,1,50,1,True,0.000789677333086729,2.487498538943288e-05
180,20,32,lstm,1,50,1,False,0.0005527816805988551,1.1136817869012419e-05
180,20,32,lstm,2,50,1,True,0.0008536351844668389,1.7525507215205027e-05
180,20,32,lstm,2,50,1,False,0.0007642313931137323,7.410292116864382e-06
180,40,32,lstm,1,50,1,True,0.0008625636342912913,0.0001058201554491459
180,40,32,lstm,1,50,1,False,0.000715158199891448,8.455802137131161e-06
180,40,32,lstm,2,50,1,True,0.00091138681396842,1.5085199945226863e-05
180,40,32,lstm,2,50,1,False,0.001018112525343895,9.258578354369765e-06
180,60,32,lstm,1,50,1,True,0.0009008937794715166,2.3205089172210664e-05
180,60,32,lstm,1,50,1,False,0.0008797627408057452,7.201186552693149e-06
180,60,32,lstm,2,50,1,True,0.0009668491594493389,1.2250724301064793e-05
180,60,32,lstm,2,50,1,False,0.001279560113325715,0.00011299830093310412
200,1,32,lstm,1,50,1,True,0.0007257294747978449,1.1162823048896853e-05
200,1,32,lstm,1,50,1,False,0.0004424718860536814,0.00014483861637782822
200,1,32,lstm,2,50,1,True,0.0013518415484577418,0.00014462825589216894
200,1,32,lstm,2,50,1,False,0.0005601193103939295,2.7392919404891505e-05
200,5,32,lstm,1,50,1,True,0.000744231641292572,1.9348445995432804e-05
200,5,32,lstm,1,50,1,False,0.000402617659419775,6.1606081819373045e-06
200,5,32,lstm,2,50,1,True,0.0008081965707242489,2.2075454463011428e-05
200,5,32,lstm,2,50,1,False,0.0005886982008814812,7.567321665643401e-05
200,10,32,lstm,1,50,1,True,0.0007608008291572333,2.4077225731480982e-05
200,10,32,lstm,1,50,1,False,0.0005037923157215118,6.339240580819527e-05
200,10,32,lstm,2,50,1,True,0.0008236718457192183,2.33515887344477e-05
200,10,32,lstm,2,50,1,False,0.0008970122504979372,0.0002797772302559065
200,15,32,lstm,1,50,1,True,0.0010444831568747759,0.00012755775674870776
200,15,32,lstm,1,50,1,False,0.0005146470107138157,9.97048942979012e-06
200,15,32,lstm,2,50,1,True,0.0008347026165574789,2.3155844325557598e-05
200,15,32,lstm,2,50,1,False,0.0007109231129288673,9.813426230584876e-05
200,20,32,lstm,1,50,1,True,0.0007852689921855927,2.4908086932747197e-05
200,20,32,lstm,1,50,1,False,0.000761317741125822,0.0002827153204359324
200,20,32,lstm,2,50,1,True,0.0008487044181674719,1.629267320569903e-05
200,20,32,lstm,2,50,1,False,0.0009877777006477117,0.0004002068648549745
200,40,32,lstm,1,50,1,True,0.000834159292280674,2.7276657560294214e-05
200,40,32,lstm,1,50,1,False,0.0011343184299767016,0.00033442322878617076
200,40,32,lstm,2,50,1,True,0.0008980974461883307,6.4375051721097445e-06
200,40,32,lstm,2,50,1,False,0.0016619546059519052,0.0005761485328126699
200,60,32,lstm,1,50,1,True,0.0009073277376592159,6.753860816311643e-05
200,60,32,lstm,1,50,1,False,0.0009513778891414404,8.168901334136104e-05
200,60,32,lstm,2,50,1,True,0.0009565783478319645,8.085087206054165e-06
200,60,32,lstm,2,50,1,False,0.0013114090822637081,0.0001139725883398827
27,1,64,lstm,1,50,1,True,0.0007222806941717863,1.731627527417046e-05
27,1,64,lstm,1,50,1,False,0.00071908600628376,0.00013245782025121108
27,1,64,lstm,2,50,1,True,0.0013013730477541684,0.0001265250591845578
27,1,64,lstm,2,50,1,False,0.0005583047401160002,6.334122832297376e-05
27,5,64,lstm,1,50,1,True,0.0015252753719687462,0.005515679046299971
27,5,64,lstm,1,50,1,False,0.0004789875727146864,0.00018995029918484073
27,5,64,lstm,2,50,1,True,0.0007959071639925242,1.251848896408633e-05
27,5,64,lstm,2,50,1,False,0.0005742619838565588,7.32914161388965e-06
27,10,64,lstm,1,50,1,True,0.0007378915417939425,2.4974500185401824e-05
27,10,64,lstm,1,50,1,False,0.0004897667560726405,6.32070176543515e-05
27,10,64,lstm,2,50,1,True,0.0008024708367884159,2.0617249724769627e-05
27,10,64,lstm,2,50,1,False,0.0007031190395355224,0.00018116631328649068
27,15,64,lstm,1,50,1,True,0.0007433697767555713,2.5696780095729864e-05
27,15,64,lstm,1,50,1,False,0.0004874690156430006,6.889042661919658e-06
27,15,64,lstm,2,50,1,True,0.0008063722774386406,1.0732267663669576e-05
27,15,64,lstm,2,50,1,False,0.0013095275592058897,0.0002738264483599768
27,20,64,lstm,1,50,1,True,0.0010300442948937415,0.00016671679139056638
27,20,64,lstm,1,50,1,False,0.0010115112084895371,0.00024468955591114944
27,20,64,lstm,2,50,1,True,0.0008109327405691147,1.3174063187523987e-05
27,20,64,lstm,2,50,1,False,0.001683497652411461,0.0003918054182394041
27,40,64,lstm,1,50,1,True,0.0007555236015468836,1.268514655110822e-05
27,40,64,lstm,1,50,1,False,0.0007096408028155565,1.3819979585240246e-05
27,40,64,lstm,2,50,1,True,0.0008240056876093149,4.64552905881881e-06
27,40,64,lstm,2,50,1,False,0.0017549453023821115,0.000624502936801703
27,60,64,lstm,1,50,1,True,0.0008608860708773136,0.0001279498789263861
27,60,64,lstm,1,50,1,False,0.0008995277062058449,9.020960059404266e-05
27,60,64,lstm,2,50,1,True,0.0008383342623710633,1.307722247483529e-05
27,60,64,lstm,2,50,1,False,0.0015208627562969923,0.00014570331842735286
40,1,64,lstm,1,50,1,True,0.0007209005672484636,1.2544492639934303e-05
40,1,64,lstm,1,50,1,False,0.00035324815660715104,9.916837456595407e-05
40,1,64,lstm,2,50,1,True,0.0007897151075303555,2.05685507560595e-05
40,1,64,lstm,2,50,1,False,0.00048746487125754355,9.968401695086682e-06
40,5,64,lstm,1,50,1,True,0.0007399854250252247,2.916986793248409e-05
40,5,64,lstm,1,50,1,False,0.00040164126083254816,3.2427626857847815e-05
40,5,64,lstm,2,50,1,True,0.0008022558130323887,1.689706305798701e-05
40,5,64,lstm,2,50,1,False,0.0005707030277699232,1.640569677017125e-05
40,10,64,lstm,1,50,1,True,0.0007444105762988329,2.3788178732715355e-05
40,10,64,lstm,1,50,1,False,0.00045771946199238303,1.1088180996517129e-05
40,10,64,lstm,2,50,1,True,0.0008070998638868332,1.0692532260162811e-05
40,10,64,lstm,2,50,1,False,0.0007743989303708077,0.00018067565384357348
40,15,64,lstm,1,50,1,True,0.0007487784046679735,2.1096220099419335e-05
40,15,64,lstm,1,50,1,False,0.0005099774245172739,9.923725686880265e-06
40,15,64,lstm,2,50,1,True,0.0008132948819547891,1.933451040655685e-05
40,15,64,lstm,2,50,1,False,0.0007763489987701178,1.872326558191777e-05
40,20,64,lstm,1,50,1,True,0.0007515231799334288,2.109374326388375e-05
40,20,64,lstm,1,50,1,False,0.0005870989058166743,0.00016288637078935262
40,20,64,lstm,2,50,1,True,0.0008197622001171112,1.3498526666942837e-05
40,20,64,lstm,2,50,1,False,0.0008594264183193445,3.8908061288298026e-05
40,40,64,lstm,1,50,1,True,0.0007716444879770279,2.428408990837792e-05
40,40,64,lstm,1,50,1,False,0.0007693048473447562,6.447391921036926e-05
40,40,64,lstm,2,50,1,True,0.0008407857175916434,1.0086371770860771e-05
40,40,64,lstm,2,50,1,False,0.0012355756107717752,0.00020800178219611946
40,60,64,lstm,1,50,1,True,0.0007883615884929896,1.5518388057947585e-05
40,60,64,lstm,1,50,1,False,0.0009304896928369998,6.579169830902646e-06
40,60,64,lstm,2,50,1,True,0.000860584331676364,8.619741712809472e-06
40,60,64,lstm,2,50,1,False,0.0015422746911644936,0.00012755903583869187
60,1,64,lstm,1,50,1,True,0.0007284978311508894,1.4027008601783881e-05
60,1,64,lstm,1,50,1,False,0.00035905633121728896,4.0066732054527734e-05
60,1,64,lstm,2,50,1,True,0.0007968151289969683,1.865766047978582e-05
60,1,64,lstm,2,50,1,False,0.0005014679860323668,4.8381976551125056e-05
60,5,64,lstm,1,50,1,True,0.0007474011275917291,2.843837969167857e-05
60,5,64,lstm,1,50,1,False,0.0008282547257840633,0.00022910780274367038
60,5,64,lstm,2,50,1,True,0.0008115683868527413,1.3825243185142582e-05
60,5,64,lstm,2,50,1,False,0.0009963834378868342,0.00037789063859147953
60,10,64,lstm,1,50,1,True,0.0010253689624369145,0.00011152335815767842
60,10,64,lstm,1,50,1,False,0.0009647748246788978,0.0001776298845817994
60,10,64,lstm,2,50,1,True,0.001707120817154646,0.0003001954829192251
60,10,64,lstm,2,50,1,False,0.0013414422515779733,0.00028925127727424667
60,15,64,lstm,1,50,1,True,0.0010791704896837473,7.654438272838421e-05
60,15,64,lstm,1,50,1,False,0.0005258342158049344,3.65748852903142e-05
